time,asset,netValue
2005-05-09 00:00:00,93253830.90476193,0.9325383090476193
2005-05-10 00:00:00,93758960.71428572,0.9375896071428572
2005-05-11 00:00:00,94384089.71428572,0.9438408971428571
2005-05-12 00:00:00,96674441.71428572,0.9667444171428572
2005-05-13 00:00:00,97033014.52380952,0.9703301452380952
2005-05-16 00:00:00,96876965.52380952,0.9687696552380952
2005-05-17 00:00:00,99382734.52380952,0.9938273452380952
2005-05-18 00:00:00,100987705.52380952,1.0098770552380951
2005-05-19 00:00:00,100829489.52380952,1.0082948952380952
2005-05-20 00:00:00,98872273.52380952,0.9887227352380952
2005-05-23 00:00:00,91442192.52380952,0.9144219252380952
2005-05-24 00:00:00,95447984.52380952,0.9544798452380953
2005-05-25 00:00:00,97214988.52380952,0.9721498852380952
2005-05-26 00:00:00,97137250.52380952,0.9713725052380953
2005-05-27 00:00:00,96759807.52380952,0.9675980752380953
2005-05-30 00:00:00,99750408.52380952,0.9975040852380952
2005-05-31 00:00:00,100019173.52380952,1.0001917352380951
2005-06-01 00:00:00,97958566.52380952,0.9795856652380952
2005-06-02 00:00:00,98448275.52380952,0.9844827552380953
2005-06-03 00:00:00,97760628.52380952,0.9776062852380952
2005-06-06 00:00:00,99413993.52380952,0.9941399352380952
2005-06-07 00:00:00,100440799.52380952,1.0044079952380953
2005-06-08 00:00:00,113972500.52380952,1.1397250052380952
2005-06-09 00:00:00,116095195.52380952,1.1609519552380951
2005-06-10 00:00:00,112061519.52380952,1.1206151952380952
2005-06-13 00:00:00,113049854.52380952,1.1304985452380951
2005-06-14 00:00:00,109304448.52380952,1.0930444852380952
2005-06-15 00:00:00,102243394.52380952,1.0224339452380953
2005-06-16 00:00:00,102888110.52380952,1.0288811052380953
2005-06-17 00:00:00,106197451.52380952,1.0619745152380953
2005-06-20 00:00:00,110651517.52380952,1.1065151752380953
2005-06-21 00:00:00,109154328.52380952,1.0915432852380953
2005-06-22 00:00:00,109351634.52380952,1.0935163452380952
2005-06-23 00:00:00,106279703.52380952,1.0627970352380953
2005-06-24 00:00:00,107011310.52380952,1.0701131052380952
2005-06-27 00:00:00,111419183.52380952,1.1141918352380953
2005-06-28 00:00:00,106575997.52380952,1.0657599752380953
2005-06-29 00:00:00,105953763.52380952,1.0595376352380952
2005-06-30 00:00:00,99222311.52380952,0.9922231152380953
2005-07-01 00:00:00,90219915.33333334,0.9021991533333334
2005-07-04 00:00:00,87012103.33333334,0.8701210333333335
2005-07-05 00:00:00,86432498.33333334,0.8643249833333334
2005-07-06 00:00:00,86913764.33333334,0.8691376433333334
2005-07-07 00:00:00,87882947.33333334,0.8788294733333334
2005-07-08 00:00:00,81699822.33333334,0.8169982233333334
2005-07-11 00:00:00,80521228.33333334,0.8052122833333334
2005-07-12 00:00:00,85765617.33333334,0.8576561733333334
2005-07-13 00:00:00,84075924.33333334,0.8407592433333334
2005-07-14 00:00:00,83883211.33333334,0.8388321133333334
2005-07-15 00:00:00,78684778.33333334,0.7868477833333334
2005-07-18 00:00:00,73428019.33333334,0.7342801933333334
2005-07-19 00:00:00,75124664.33333334,0.7512466433333335
2005-07-20 00:00:00,76236372.33333334,0.7623637233333335
2005-07-21 00:00:00,75887782.33333334,0.7588778233333334
2005-07-22 00:00:00,79929106.33333334,0.7992910633333334
2005-07-25 00:00:00,79105688.33333334,0.7910568833333335
2005-07-26 00:00:00,82597898.33333334,0.8259789833333334
2005-07-27 00:00:00,85965339.33333334,0.8596533933333335
2005-07-28 00:00:00,85007159.33333334,0.8500715933333335
2005-07-29 00:00:00,84457252.33333334,0.8445725233333334
2005-08-01 00:00:00,86008104.33333334,0.8600810433333335
2005-08-02 00:00:00,89003374.33333334,0.8900337433333334
2005-08-03 00:00:00,90710965.33333334,0.9071096533333335
2005-08-04 00:00:00,89986900.33333334,0.8998690033333334
2005-08-05 00:00:00,94489066.33333334,0.9448906633333334
2005-08-08 00:00:00,96631700.33333334,0.9663170033333335
2005-08-09 00:00:00,99787140.33333334,0.9978714033333335
2005-08-10 00:00:00,101126467.33333334,1.0112646733333335
2005-08-11 00:00:00,103368740.33333334,1.0336874033333334
2005-08-12 00:00:00,98676160.33333334,0.9867616033333334
2005-08-15 00:00:00,102993880.33333334,1.0299388033333334
2005-08-16 00:00:00,104069336.33333334,1.0406933633333335
2005-08-17 00:00:00,107713917.33333334,1.0771391733333335
2005-08-18 00:00:00,102214532.33333334,1.0221453233333335
2005-08-19 00:00:00,102449189.33333334,1.0244918933333333
2005-08-22 00:00:00,105050586.33333334,1.0505058633333335
2005-08-23 00:00:00,100734506.33333334,1.0073450633333334
2005-08-24 00:00:00,102310307.33333334,1.0231030733333335
2005-08-25 00:00:00,104704773.33333334,1.0470477333333335
2005-08-26 00:00:00,106524996.33333334,1.0652499633333334
2005-08-29 00:00:00,106386225.33333334,1.0638622533333335
2005-08-30 00:00:00,105826954.33333334,1.0582695433333333
2005-08-31 00:00:00,105864890.52380954,1.0586489052380954
2005-09-01 00:00:00,111929586.5787982,1.1192958657879821
2005-09-02 00:00:00,119358738.5787982,1.193587385787982
2005-09-05 00:00:00,124109532.5787982,1.241095325787982
2005-09-06 00:00:00,116042998.5787982,1.160429985787982
2005-09-07 00:00:00,123315700.5787982,1.2331570057879822
2005-09-08 00:00:00,123912239.5787982,1.239122395787982
2005-09-09 00:00:00,121356184.5787982,1.213561845787982
2005-09-12 00:00:00,125768540.5787982,1.257685405787982
2005-09-13 00:00:00,129980213.5787982,1.299802135787982
2005-09-14 00:00:00,130979735.5787982,1.309797355787982
