                  »_Éî300 (399300),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
      Ê±_ä,    ¿ªÅÌ,    _î¸ß,    _îµÍ,    ÊÕÅÌ,         _É_»Á¿,   MA.MA1   ,   MA.MA2   ,   MA.MA3   ,   MA.MA4   ,VOL-TDX.VVOL  ,VOL-TDX.      ,VOL-TDX.VOLUME,VOL-TDX.MAVOL1,VOL-TDX.MAVOL2, MACD.DIF   , MACD.DEA   , MACD.MACD  
 2006/11/16,1540.26,1558.41,1531.29,1533.29,57760948,1508.33,1507.68,1478.88,1399.92,           ,0,57760948,46046844,41743064,29.55,28.46,2.18
 2006/11/17,1528.01,1562.24,1521.55,1562.08,44446192,1519.94,1515.06,1484.97,1404.82,           ,0,44446192,44151508,42250480,32.32,29.23,6.17
 2006/11/20,1567.34,1593.19,1567.34,1593.16,53412360,1543.41,1523.59,1494.19,1410.2,           ,0,53412360,46503320,43388364,36.6,30.7,11.79
 2006/11/21,1591.47,1612.46,1568.95,1612.25,48601840,1567.11,1533.2,1502.8,1415.65,           ,0,48601840,48962112,43944716,41.06,32.77,16.57
 2006/11/22,1610.05,1639.41,1600.38,1624.03,57065496,1584.96,1545.79,1511.66,1421.29,           ,0,57065496,52257368,46779024,45.02,35.22,19.6
 2006/11/23,1623.71,1642.81,1618.04,1634.91,51360680,1605.29,1556.81,1520.6,1426.99,           ,0,51360680,50977312,48512080,48.48,37.88,21.22
 2006/11/24,1629.89,1640.75,1611.55,1636.58,49712096,1620.19,1570.06,1530.48,1432.68,           ,0,49712096,52030496,48091000,50.78,40.46,20.64
 2006/11/27,1632.66,1651.8,1627.92,1651.8,47267272,1631.91,1587.66,1540.76,1438.11,           ,0,47267272,50801476,48652400,53.21,43.01,20.41
 2006/11/28,1649.68,1656.19,1629.82,1644.01,44762916,1638.27,1602.69,1549.74,1443.34,           ,0,44762916,50033692,49497900,53.89,45.18,17.41
 2006/11/29,1617.69,1672.91,1604.81,1667.14,45578412,1646.89,1615.93,1559.12,1448.88,           ,0,45578412,47736276,49996820,55.65,47.28,16.75
 2006/11/30,1671.67,1714.49,1671.67,1714.36,60216088,1662.78,1634.03,1570.86,1455.14,           ,0,60216088,49507356,50242336,60.16,49.85,20.62
 2006/12/01,1719.28,1741.8,1715.79,1729.22,58413580,1681.31,1650.75,1582.9,1462,           ,0,58413580,51247652,51639072,64.2,52.72,22.95
 2006/12/04,1731.9,1780.8,1731.9,1780.74,71434336,1707.09,1669.5,1596.55,1469.39,           ,0,71434336,56081068,53441272,70.74,56.32,28.83
 2006/12/05,1785.44,1811.66,1777.43,1794.23,67202576,1737.14,1687.7,1610.45,1476.95,           ,0,67202576,60569000,55301344,76.13,60.29,31.69
 2006/12/06,1794.26,1806.65,1717.72,1779.41,81276704,1759.59,1703.24,1624.52,1484.16,           ,0,81276704,67708656,57722464,78.31,63.89,28.83
 2006/12/07,1774.19,1820.72,1770.57,1775.71,80487504,1771.86,1717.32,1637.07,1491.62,           ,0,80487504,71762944,60635148,78.83,66.88,23.9
 2006/12/08,1752.77,1772.16,1710,1711.58,66257744,1768.33,1724.82,1647.44,1497.94,           ,0,66257744,73331776,62289712,73.22,68.15,10.14
 2006/12/11,1705.91,1790.11,1705.91,1789.92,51335976,1770.17,1738.63,1663.15,1505.46,           ,0,51335976,69312104,62696584,74.24,69.36,9.75
 2006/12/12,1798.46,1819.8,1772.11,1802.79,57833544,1771.88,1754.51,1678.6,1513.05,           ,0,57833544,67438296,64003648,75.22,70.53,9.37
 2006/12/13,1805.42,1813.28,1779.56,1803.86,48004456,1776.77,1768.18,1692.05,1520.81,           ,0,48004456,60783844,64246252,75.21,71.47,7.49
 2006/12/14,1807.08,1836.19,1805.2,1836.14,47206228,1788.86,1780.36,1707.2,1529.1,           ,0,47206228,54127588,62945264,76.93,72.56,8.73
 2006/12/15,1842.88,1867.78,1832.51,1867.64,49414440,1820.07,1794.2,1722.47,1537.53,           ,0,49414440,50758928,62045352,79.91,74.03,11.75
 2006/12/18,1875.01,1918.29,1875.01,1916.11,61892992,1845.31,1807.74,1738.62,1546.54,           ,0,61892992,52870332,61091216,85.2,76.27,17.87
 2006/12/19,1924.8,1936.75,1882.54,1921.44,67788936,1869.04,1820.46,1754.08,1555.59,           ,0,67788936,54861412,61149852,88.8,78.77,20.05
 2006/12/20,1912.9,1936.8,1893.42,1936.55,56348504,1895.58,1836.17,1769.71,1564.89,           ,0,56348504,56530220,58657032,91.81,81.38,20.86
 2006/12/21,1935.78,1945.47,1905.72,1908.98,60225164,1910.14,1849.5,1783.41,1573.58,           ,0,60225164,59134008,56630800,90.93,83.29,15.28
 2006/12/22,1896.48,1918.49,1880.57,1895.64,46230500,1915.74,1867.91,1796.36,1582.26,           ,0,46230500,58497220,54628072,88.13,84.26,7.75
 2006/12/25,1898.82,1957.47,1898.82,1939.1,56251744,1920.34,1882.82,1810.73,1591.71,           ,0,56251744,57368968,55119652,88.41,85.09,6.64
 2006/12/26,1941.8,1959.98,1914.97,1938.24,56967384,1923.7,1896.37,1825.44,1601.38,           ,0,56967384,55204660,55033036,87.55,85.58,3.93
 2006/12/27,1940.41,1983.11,1939.55,1982.88,56005648,1932.97,1914.27,1841.23,1611.58,           ,0,56005648,55136088,55833152,89.43,86.35,6.17
 2006/12/28,1988.02,2010.37,1964.97,1979.93,63192832,1947.16,1928.65,1854.51,1621.46,           ,0,63192832,55729620,57431816,89.66,87.01,5.29
 2006/12/29,1991.88,2052.86,1991.88,2041.05,73851944,1976.24,1945.99,1870.1,1632.09,           ,0,73851944,61253912,59875564,93.69,88.35,10.68
 2007/01/04,2073.25,2139.49,2054.24,2067.09,106719704,2001.84,1961.09,1884.41,1642.61,           ,0,106719704,71347504,64358236,97.86,90.25,15.21
 2007/01/05,2051.15,2083.4,2030.76,2072.88,92743448,2028.77,1976.23,1898.35,1653.2,           ,0,92743448,78502712,66853688,100.47,92.29,16.35
 2007/01/08,2072,2131.74,2071.72,2131.56,84767912,2058.5,1995.73,1915.95,1664.8,           ,0,84767912,84255168,69695632,106.05,95.04,22.01
 2007/01/09,2137.49,2201.36,2128.06,2200.09,81577632,2102.53,2024.85,1937.17,1677.69,           ,0,81577632,87932128,71830872,114.68,98.97,31.42
 2007/01/10,2210.76,2255.97,2194.77,2255.97,84904976,2145.52,2060.88,1964.39,1691.44,           ,0,84904976,90142736,75698320,124.6,104.1,41
 2007/01/11,2257.01,2289.95,2224.37,2231.63,86276544,2178.43,2090.13,1986.48,1704.99,           ,0,86276544,86054104,78700800,129,109.08,39.85
 2007/01/12,2215.86,2249.54,2159.77,2173.75,76525720,2198.6,2113.68,2005.03,1717.65,           ,0,76525720,82810560,80656640,126.37,112.54,27.66
 2007/01/15,2170.94,2287.68,2170.94,2287.34,66403096,2229.76,2144.13,2029.2,1731.81,           ,0,66403096,79137592,81696384,131.92,116.41,31.02
 2007/01/16,2310.96,2354.43,2297.24,2353.87,76364256,2260.51,2181.52,2055.09,1747.05,           ,0,76364256,78094920,83013520,140.08,121.15,37.87
 2007/01/17,2360.41,2393.22,2266.34,2308.93,89015536,2271.1,2208.31,2077.15,1761.53,           ,0,89015536,78917032,84529880,141.29,125.17,32.23
 2007/01/18,2292.17,2325.53,2240.21,2317.09,78648608,2288.2,2233.31,2097.2,1776.67,           ,0,78648608,77391440,81722776,141.28,128.39,25.76
 2007/01/19,2320.87,2396.09,2320.87,2396.09,83334024,2332.66,2265.63,2120.93,1792.61,           ,0,83334024,78753104,80781832,145.96,131.91,28.1
 2007/01/22,2424.81,2491.71,2424.81,2491.31,93892992,2373.46,2301.61,2148.67,1810.01,           ,0,93892992,84251080,81694336,155.56,136.64,37.85
 2007/01/23,2508.26,2516.59,2415.11,2508.13,102337616,2404.31,2332.41,2178.63,1827.55,           ,0,102337616,89445752,83770336,162.65,141.84,41.62
 2007/01/24,2508.52,2556.1,2489.93,2536.43,84433696,2449.81,2360.46,2210.67,1845.84,           ,0,84433696,88529384,83723208,168.61,147.2,42.83
 2007/01/25,2512.46,2529.43,2449.05,2452.83,81055152,2476.96,2382.58,2236.35,1862.61,           ,0,81055152,89010696,83201072,164.69,150.69,27.99
 2007/01/26,2415.75,2524.24,2356.98,2512.92,78654008,2500.32,2416.49,2265.09,1880.09,           ,0,78654008,88074696,83413896,164.54,153.46,22.15
 2007/01/29,2529.94,2582.41,2521.5,2576.92,85452088,2517.45,2445.45,2294.79,1898.38,           ,0,85452088,86386512,85318800,167.65,156.3,22.69
 2007/01/30,2586.52,2599.45,2531.78,2551.88,78211528,2526.2,2465.25,2323.39,1916.25,           ,0,78211528,81561296,85503528,166.17,158.27,15.8
 2007/01/31,2544.3,2548.18,2367.67,2385.33,80909136,2495.98,2472.89,2340.6,1931.2,           ,0,80909136,80856384,84692888,149.84,156.59,-13.5
 2007/02/01,2350.6,2410.42,2310.57,2395.17,65078096,2484.44,2480.7,2357.01,1945.99,           ,0,65078096,77660968,83335832,136.12,152.49,-32.75
 2007/02/02,2397.06,2403.62,2293.28,2298,59377152,2441.46,2470.89,2368.26,1959.02,           ,0,59377152,73805600,80940144,116.07,145.21,-58.28
 2007/02/05,2282.77,2304.32,2247.93,2271.8,47587504,2380.44,2448.94,2375.27,1971.91,           ,0,47587504,66232684,76309600,96.95,135.56,-77.22
 2007/02/06,2271.37,2316.7,2198.9,2316.04,67010648,2333.27,2429.73,2381.07,1985.1,           ,0,67010648,63992508,72776904,84.39,125.32,-81.87
 2007/02/07,2330.43,2390.87,2330.43,2369.79,70106392,2330.16,2413.07,2386.76,1999.53,           ,0,70106392,61831960,71344168,77.88,115.83,-75.92
 2007/02/08,2376.63,2415.96,2354.7,2410.6,62656540,2333.25,2408.84,2395.71,2015.11,           ,0,62656540,61347648,69504312,75.14,107.69,-65.11
 2007/02/09,2412.64,2417.64,2376.02,2397.25,55515532,2353.1,2397.28,2406.89,2030.17,           ,0,55515532,60575324,67190464,71.08,100.37,-58.59
 2007/02/12,2397.85,2485.76,2396.79,2485.39,54992320,2395.81,2388.13,2416.79,2046.01,           ,0,54992320,62056288,64144484,74.11,95.12,-42.01
 2007/02/13,2498.34,2526.23,2489.66,2522.63,51528864,2437.13,2385.2,2425.23,2062.5,           ,0,51528864,58959928,61476220,78.62,91.82,-26.4
 2007/02/14,2527.56,2594.66,2520.53,2588.35,62777280,2480.84,2405.5,2439.2,2079.61,           ,0,62777280,57494108,59663032,86.5,90.76,-8.52
 2007/02/15,2607.63,2669.18,2607.63,2668.63,71631328,2532.45,2432.85,2456.77,2097.53,           ,0,71631328,59289064,60318356,98.09,92.22,11.73
 2007/02/16,2692.67,2717.57,2660.49,2676.74,75908784,2588.35,2470.72,2470.81,2115.27,           ,0,75908784,63367716,61971520,106.7,95.12,23.16
 2007/02/26,2679.26,2710.3,2641.12,2707.68,74531560,2632.81,2514.31,2481.63,2133.33,           ,0,74531560,67275560,64665924,114.69,99.03,31.32
 2007/02/27,2717.81,2719.52,2454.92,2457.49,107736808,2619.78,2528.46,2479.09,2147.04,           ,0,107736808,78517152,68738544,99.69,99.16,1.06
 2007/02/28,2413.42,2554.23,2413.33,2544.57,82822568,2611.02,2545.93,2479.5,2162.18,           ,0,82822568,82526208,70010160,93.75,98.08,-8.66
 2007/03/01,2550.26,2550.33,2439.5,2473.54,82159656,2572,2552.23,2480.54,2175.87,           ,0,82159656,84631872,71960472,82.36,94.94,-25.15
 2007/03/02,2468.67,2523.86,2455.82,2508.73,57946804,2538.4,2563.38,2480.33,2190.28,           ,0,57946804,81039480,72203600,75.31,91.01,-31.41
 2007/03/05,2503.82,2541.82,2409.72,2475.61,68517488,2491.99,2562.4,2475.26,2203.76,           ,0,68517488,79836664,73556112,66.28,86.07,-39.57
 2007/03/06,2467.74,2539.45,2452.14,2520.29,52633152,2504.55,2562.16,2473.68,2217.19,           ,0,52633152,68815936,73666544,62.02,81.26,-38.48
 2007/03/07,2532.98,2594.46,2532.15,2589.44,59720948,2513.52,2562.27,2483.89,2231.53,           ,0,59720948,64195608,73360912,63.49,77.7,-28.43
 2007/03/08,2597.72,2628.45,2565.11,2627.63,55386560,2544.34,2558.17,2495.51,2245.64,           ,0,55386560,58840992,71736432,66.96,75.55,-17.19
 2007/03/09,2632.8,2643.81,2587.49,2611.39,70411328,2564.87,2551.64,2511.18,2259.26,           ,0,70411328,61333896,71186688,67.62,73.97,-12.69
 2007/03/12,2612.96,2619.5,2563.37,2616.17,62468920,2592.98,2542.49,2528.4,2273.21,           ,0,62468920,60124180,69980424,67.75,72.73,-9.94
 2007/03/13,2620.72,2641.63,2605.23,2640.17,65788908,2616.96,2560.75,2544.6,2287.62,           ,0,65788908,62755332,65785632,69,71.98,-5.96
 2007/03/14,2609.93,2625.12,2546.65,2597.36,68952088,2618.54,2566.03,2555.98,2302.38,           ,0,68952088,64601560,64398584,65.77,70.74,-9.93
 2007/03/15,2595.54,2645.88,2595.54,2645.55,63778488,2622.13,2583.23,2567.73,2316.64,           ,0,63778488,66279948,62560468,66.34,69.86,-7.04
 2007/03/16,2656.01,2665.39,2576.32,2604.23,75331848,2620.7,2592.78,2578.08,2330,           ,0,75331848,67264048,64298972,62.73,68.43,-11.4
 2007/03/19,2533.71,2674.8,2523.3,2659.41,73983568,2629.34,2611.16,2586.78,2344.26,           ,0,73983568,69566976,64845580,63.59,67.46,-7.75
 2007/03/20,2669.64,2674.47,2645.25,2672.77,61249728,2635.86,2626.41,2594.29,2358.2,           ,0,61249728,68659144,65707240,64.61,66.89,-4.57
 2007/03/21,2685.93,2703,2666.89,2702.6,64612956,2656.91,2637.73,2600,2372.12,           ,0,64612956,67791320,66196440,67.04,66.92,0.24
 2007/03/22,2720.46,2740.28,2702.41,2711.32,83308072,2670.07,2646.1,2602.13,2385.37,           ,0,83308072,71697232,68988592,68.89,67.32,3.14
 2007/03/23,2710.36,2726.62,2653.79,2716.27,73911920,2692.47,2656.58,2604.11,2398.62,           ,0,73911920,71413248,69338648,69.94,67.84,4.2
 2007/03/26,2725.4,2764.4,2713.93,2764.03,76074776,2713.4,2671.37,2606.93,2412.41,           ,0,76074776,71831488,70699232,73.78,69.03,9.5
 2007/03/27,2770.35,2789.97,2753.02,2784.02,80725128,2735.65,2685.76,2623.25,2426.99,           ,0,80725128,75726568,72192856,77.54,70.73,13.62
 2007/03/28,2787.24,2806.08,2689.11,2797.65,112209968,2754.66,2705.78,2635.91,2442.03,           ,0,112209968,85245976,76518648,80.69,72.72,15.93
 2007/03/29,2802.38,2830.08,2782.93,2783.3,106567240,2769.05,2719.56,2651.4,2456.1,           ,0,106567240,89897808,80797520,81.09,74.4,13.39
 2007/03/30,2768.71,2801.95,2753.15,2781.78,62950704,2782.16,2737.31,2665.05,2470.15,           ,0,62950704,87705560,79559408,80.36,75.59,9.55
 2007/04/02,2793.96,2850.15,2793.96,2850.11,69247880,2799.37,2756.39,2683.77,2484.61,           ,0,69247880,86340184,79085840,84.33,77.34,13.98
 2007/04/03,2861.9,2888.33,2852.57,2888.11,77014496,2820.19,2777.92,2702.17,2499.75,           ,0,77014496,85598056,80662312,89.5,79.77,19.47
 2007/04/04,2893.38,2924.68,2875.69,2911.82,75506656,2843.02,2798.84,2718.28,2514.26,           ,0,75506656,78257392,81751680,94.43,82.7,23.46
 2007/04/05,2909.5,2950.66,2895.42,2945.04,74138992,2875.37,2822.21,2734.16,2528.89,           ,0,74138992,71771744,80834776,99.86,86.13,27.46
 2007/04/06,2921.73,2977.46,2911.05,2972.01,79102328,2913.42,2847.79,2752.19,2543.88,           ,0,79102328,75002072,81353816,105.13,89.93,30.4
 2007/04/09,2988.38,3043.06,2988.38,3038.17,90901704,2951.03,2875.2,2773.29,2558.99,           ,0,90901704,79332832,82836512,113.34,94.62,37.45
 2007/04/10,3053.35,3081.62,2993.11,3081.57,100888344,2989.72,2904.96,2795.36,2573.68,           ,0,100888344,84107608,84852832,121.94,100.08,43.73
 2007/04/11,3092.08,3121.54,3059.28,3121.32,101669936,3031.62,2937.32,2821.55,2588.1,           ,0,101669936,89340264,83798832,130.47,106.16,48.61
 2007/04/12,3129.25,3176.69,3114.91,3176.44,92535184,3077.9,2976.64,2848.1,2603.85,           ,0,92535184,93019496,82395624,140.05,112.94,54.23
 2007/04/13,3182.78,3211.61,3154.11,3169.23,100653120,3117.35,3015.38,2876.35,2620.44,           ,0,100653120,97329656,86165864,145.39,119.43,51.93
 2007/04/16,3177.3,3256.57,3177.29,3256,87928944,3160.91,3055.97,2906.18,2636.58,           ,0,87928944,96735104,88033968,154.84,126.51,56.66
 2007/04/17,3273.43,3288.17,3182.95,3283.6,105307104,3201.32,3095.52,2936.72,2652.08,           ,0,105307104,97618856,90863232,162.68,133.74,57.87
 2007/04/18,3294.21,3311.98,3244.93,3304.5,101426704,3237.95,3134.79,2966.81,2668.67,           ,0,101426704,97570208,93455232,168.63,140.72,55.82
 2007/04/19,3297.95,3297.95,3065.28,3150.3,115270008,3232.73,3155.31,2988.76,2682.56,           ,0,115270008,102117176,97568336,159.08,144.39,29.37
 2007/04/20,3165.67,3297.41,3165.67,3289.28,94469872,3256.74,3187.04,3017.41,2697.44,           ,0,94469872,100880528,99105088,160.86,147.69,26.35
 2007/04/23,3330.8,3433.52,3330.8,3431.32,109958992,3291.8,3226.36,3050.78,2713.11,           ,0,109958992,105286536,101010824,171.76,152.5,38.52
 2007/04/24,3462.48,3490.81,3418.3,3445.2,114643008,3324.12,3262.72,3083.84,2728.73,           ,0,114643008,107153720,102386288,179.45,157.89,43.11
 2007/04/25,3432.02,3467.83,3376.08,3448.28,100580672,3352.88,3295.42,3116.37,2743.93,           ,0,100580672,106984512,102277360,183.67,163.05,41.25
 2007/04/26,3465.11,3493.91,3438.88,3493.58,78997688,3421.53,3327.13,3151.88,2761.27,           ,0,78997688,99730048,100923608,188.5,168.14,40.73
 2007/04/27,3499.94,3503.89,3436,3470.52,80698640,3457.78,3357.26,3186.32,2777.23,           ,0,80698640,96975800,98928160,188.3,172.17,32.26
 2007/04/30,3487.36,3568.68,3478.93,3558.71,94302864,3483.26,3387.53,3221.75,2793.6,           ,0,94302864,93844576,99565552,193.03,176.34,33.37
 2007/05/08,3643.81,3699.37,3618.78,3686.03,106788736,3531.42,3427.77,3261.65,2812.5,           ,0,106788736,92273720,99713720,204.69,182.01,45.36
 2007/05/09,3699.3,3717.34,3556.61,3701.28,140648352,3582.02,3467.45,3301.12,2834.43,           ,0,140648352,100287256,103635880,212.71,188.15,49.12
 2007/05/10,3703.52,3742.23,3671.81,3724.51,115419920,3628.21,3524.87,3340.09,2856.59,           ,0,115419920,107571704,103650872,218.42,194.21,48.44
 2007/05/11,3696.29,3715.37,3629.71,3702.61,88961760,3674.63,3566.2,3376.62,2880,           ,0,88961760,109224328,103100064,218.66,199.1,39.13
 2007/05/14,3648.27,3769.16,3620.86,3734.42,91098048,3709.77,3596.51,3411.44,2904.37,           ,0,91098048,108583360,101213968,218.9,203.06,31.68
 2007/05/15,3739.05,3751.64,3600.21,3604.64,93578568,3693.49,3612.46,3437.59,2925.85,           ,0,93578568,105941328,99107528,206.23,203.69,5.08
 2007/05/16,3598,3700.65,3557.2,3700.29,86229264,3693.29,3637.66,3466.54,2948.02,           ,0,86229264,95057512,97672384,201.59,203.27,-3.36
 2007/05/17,3716.44,3794.16,3705.27,3778.6,90256480,3704.11,3666.16,3496.65,2970.82,           ,0,90256480,90024824,98798264,201.91,203,-2.19
 2007/05/18,3771.27,3805.21,3746.24,3776.63,82418896,3718.92,3696.77,3527.02,2993.81,           ,0,82418896,88716248,98970288,199.69,202.34,-5.29
 2007/05/21,3650.8,3843.84,3643.08,3831.44,98478648,3738.32,3724.04,3555.79,3016.25,           ,0,98478648,90192368,99387864,200.05,201.88,-3.65
 2007/05/22,3849.04,3893.19,3849.04,3870.49,109618184,3791.49,3742.49,3585.13,3038.71,           ,0,109618184,93400296,99670816,201.17,201.74,-1.13
 2007/05/23,3879.76,3939.49,3853.91,3938.95,98523168,3839.22,3766.26,3616.85,3061.22,           ,0,98523168,95859072,95458296,205.22,202.44,5.57
 2007/05/24,3953.89,3972.58,3858.51,3919.75,113814264,3867.45,3785.78,3655.33,3082.07,           ,0,113814264,100570632,95297728,204.52,202.85,3.33
 2007/05/25,3907.73,3996.85,3888.31,3985.25,95416616,3909.18,3814.05,3690.13,3103.88,           ,0,95416616,103170176,95943216,206.86,203.65,6.42
 2007/05/28,4033.92,4091.94,4027.36,4072.58,114041848,3957.4,3847.86,3722.19,3126.63,           ,0,114041848,106282816,98237592,213.31,205.59,15.45
 2007/05/29,4090.9,4168.53,4079.87,4168.29,113267224,4016.96,3904.23,3758.34,3155.15,           ,0,113267224,107012624,100206456,223.57,209.18,28.77
 2007/05/30,3906.04,4104.2,3849.7,3886.46,132739136,4006.47,3922.84,3780.25,3177.51,           ,0,132739136,113855816,104857448,206.57,208.66,-4.18
 2007/05/31,3828.92,3991.73,3683.56,3927.95,126078248,4008.11,3937.78,3801.97,3201.75,           ,0,126078248,116308616,108439624,194.21,205.77,-23.12
 2007/06/01,3953.1,4014.15,3780.03,3803.96,119924008,3971.85,3940.51,3818.64,3223.34,           ,0,119924008,121210096,112190136,172.42,199.1,-53.36
 2007/06/04,3804.96,3822.41,3503.94,3511.43,90531016,3859.62,3908.51,3816.28,3240.6,           ,0,90531016,116507928,111395368,130.05,185.29,-110.48
 2007/06/05,3407,3635.15,3246.73,3634.63,113768040,3752.89,3884.93,3813.71,3259.17,           ,0,113768040,116608088,111810360,105.2,169.27,-128.14
 2007/06/06,3652.89,3712.53,3550.74,3677.58,95951512,3711.11,3858.79,3812.52,3277.31,           ,0,95951512,109250568,111553192,87.96,153.01,-130.1
 2007/06/07,3694.55,3802.3,3684.46,3802.3,94190584,3685.98,3847.04,3816.41,3296.89,           ,0,94190584,102873032,109590824,83.4,139.09,-111.38
 2007/06/08,3814.19,3861.21,3769.15,3837.87,89074744,3692.76,3832.3,3823.18,3317.33,           ,0,89074744,96703176,108956640,81.71,127.61,-91.81
 2007/06/11,3876.07,3937.79,3870.23,3931.86,90982280,3776.85,3818.23,3833.05,3339.26,           ,0,90982280,96793432,106650680,86.95,119.48,-65.05
 2007/06/12,3953.96,4036.35,3834.02,4036.11,99389776,3857.14,3805.02,3854.62,3362.52,           ,0,99389776,93917776,105262936,98.39,115.26,-33.75
 2007/06/13,4071.74,4146.52,4064.15,4118.27,109452944,3945.28,3828.2,3875.52,3387.87,           ,0,109452944,96618064,102934312,112.78,114.76,-3.97
 2007/06/14,4103.52,4132,4022.78,4075.82,86609184,3999.99,3842.98,3890.38,3411.71,           ,0,86609184,95101784,98987408,119.38,115.69,7.39
 2007/06/15,4043.11,4115.73,4025.1,4099.38,68779600,4052.29,3872.52,3906.52,3436.63,           ,0,68779600,91042760,93872968,125.08,117.57,15.02
 2007/06/18,4178.76,4246.4,4177.19,4227.57,87872912,4111.43,3944.14,3926.32,3462.76,           ,0,87872912,90420880,93607160,138.34,121.72,33.23
 2007/06/19,4227.59,4254.71,4186.18,4253,81540472,4154.81,4005.98,3945.45,3489.1,           ,0,81540472,86851024,90384400,149.18,127.21,43.93
 2007/06/20,4268.65,4292.2,4138.33,4157.6,86863016,4162.67,4053.98,3956.38,3513.35,           ,0,86863016,82333040,89475552,148.36,131.44,33.84
 2007/06/21,4140.69,4208.87,4110.96,4197.28,73739472,4186.97,4093.48,3970.26,3538.12,           ,0,73739472,79759096,87430440,149.2,134.99,28.41
 2007/06/22,4203.13,4220.92,3970.35,4051.43,79552376,4177.38,4114.83,3973.57,3560.37,           ,0,79552376,81913648,86478200,136.52,135.3,2.44
 2007/06/25,4066.45,4105.99,3850.84,3877.59,70031040,4107.38,4109.4,3963.82,3578.93,           ,0,70031040,78345272,84383080,111.16,130.47,-38.62
 2007/06/26,3804.41,3929.37,3752.93,3928.21,58885112,4042.42,4098.61,3951.81,3598,           ,0,58885112,73814200,80332616,94.06,123.19,-58.25
 2007/06/27,3946.88,4053.41,3912.2,4040.48,65290520,4019,4090.84,3959.52,3618.71,           ,0,65290520,69499704,75916368,88.55,116.26,-55.42
 2007/06/28,4038.38,4067.81,3857.85,3858.52,66857980,3951.25,4069.11,3956.04,3636.63,           ,0,66857980,68123408,73941248,68.71,106.75,-76.08
 2007/06/29,3769.33,3867.75,3718.16,3764.08,58920872,3893.78,4035.58,3954.05,3653,           ,0,58920872,63997104,72955376,44.85,94.37,-99.05
 2007/07/02,3746.18,3801.9,3644.19,3757.66,49747312,3869.79,3988.58,3966.36,3668.13,           ,0,49747312,59940360,69142816,25.13,80.52,-110.79
 2007/07/03,3782.78,3835.29,3744.01,3832.23,46409128,3850.59,3946.51,3976.24,3683.87,           ,0,46409128,57445164,65629684,15.34,67.49,-104.29
 2007/07/04,3840.41,3848.08,3727.56,3743.58,38233716,3791.21,3905.11,3979.54,3697.73,           ,0,38233716,52033800,60766752,0.43,54.07,-107.29
 2007/07/05,3688.31,3706.6,3535.04,3537.44,43225528,3727,3839.12,3966.3,3707.6,           ,0,43225528,47307312,57715360,-27.71,37.72,-130.85
 2007/07/06,3517.6,3712.74,3475.27,3710.28,51366512,3716.24,3805.01,3959.92,3719.91,           ,0,51366512,45796440,54896772,-35.65,23.05,-117.38
 2007/07/09,3743.87,3840.99,3722.23,3821.3,54073112,3728.97,3799.38,3954.39,3732.96,           ,0,54073112,46661600,53300980,-32.6,11.92,-89.04
 2007/07/10,3832.76,3852.93,3764.25,3775.62,51907868,3717.64,3784.12,3941.37,3744.53,           ,0,51907868,47761348,52603256,-33.49,2.83,-72.65
 2007/07/11,3751.49,3797.81,3732.29,3789.87,33628908,3726.9,3759.06,3924.95,3755.67,           ,0,33628908,46840384,49437092,-32.67,-4.27,-56.81
 2007/07/12,3799.19,3839.21,3780.03,3816.92,31368120,3782.8,3754.9,3912,3766.34,           ,0,31368120,44468904,45888108,-29.5,-9.31,-40.37
 2007/07/13,3825.03,3829.68,3773.93,3820.12,26893242,3804.77,3760.5,3898.04,3777.19,           ,0,26893242,39574248,42685344,-26.42,-12.73,-27.37
 2007/07/16,3824.91,3830.37,3697.22,3697.97,29931856,3780.1,3754.53,3871.56,3784.56,           ,0,29931856,34746000,40703800,-33.45,-16.88,-33.14
 2007/07/17,3684.33,3812.25,3650.25,3789.65,32553850,3782.91,3750.27,3848.39,3792.99,           ,0,32553850,30875196,39318272,-31.26,-19.75,-23.02
 2007/07/18,3776.94,3861.51,3756.7,3807.57,45975824,3786.45,3756.67,3830.89,3801.38,           ,0,45975824,33344578,40092480,-27.76,-21.36,-12.82
 2007/07/19,3796.92,3836.39,3778.51,3807,30258468,3784.46,3783.63,3811.38,3812.32,           ,0,30258468,33122648,38795776,-24.75,-22.03,-5.43
 2007/07/20,3808.08,3971.89,3808.08,3971.88,55271120,3814.81,3809.79,3807.4,3823.7,           ,0,55271120,38798224,39186236,-8.96,-19.42,20.92
 2007/07/23,4009.06,4157.39,4009.06,4156.72,85276184,3906.56,3843.33,3821.35,3835.79,           ,0,85276184,49867088,42306544,18.26,-11.88,60.29
 2007/07/24,4187.33,4241.58,4143.59,4161.35,76090736,3980.9,3881.91,3833.01,3847.72,           ,0,76090736,58574468,44724832,39.75,-1.56,82.62
 2007/07/25,4163.36,4256.05,4163.35,4255.46,64597768,4070.48,3928.46,3843.76,3861.18,           ,0,64597768,62298856,47821716,63.64,11.48,104.32
 2007/07/26,4282.68,4325.93,4244.08,4303.19,65490244,4169.72,3977.09,3865.99,3874.67,           ,0,65490244,69345208,51233928,85.44,26.28,118.33
 2007/07/27,4277.55,4318.34,4225.03,4307.14,65021108,4236.77,4025.79,3893.15,3888.61,           ,0,65021108,71295208,55046716,101.86,41.39,120.94
