                  »_Éî300 (399300),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
      Ê±_ä,    ¿ªÅÌ,    _î¸ß,    _îµÍ,    ÊÕÅÌ,         _É_»Á¿,   MA.MA1   ,   MA.MA2   ,   MA.MA3   ,   MA.MA4   ,VOL-TDX.VVOL  ,VOL-TDX.      ,VOL-TDX.VOLUME,VOL-TDX.MAVOL1,VOL-TDX.MAVOL2, MACD.DIF   , MACD.DEA   , MACD.MACD  
,,,,,,,,,,,,,,,,,
 2005/01/04,994.76,994.76,980.65,982.79,7412869,           ,           ,           ,           ,           ,0,7412869,           ,           ,0,0,0
 2005/01/05,981.57,997.32,979.87,992.56,7119109,           ,           ,           ,           ,           ,0,7119109,           ,           ,0.78,0.16,1.25
 2005/01/06,993.33,993.78,980.33,983.17,6288028,           ,           ,           ,           ,           ,0,6288028,           ,           ,0.63,0.25,0.76
 2005/01/07,983.04,995.71,979.81,983.95,7298694,           ,           ,           ,           ,           ,0,7298694,           ,           ,0.57,0.32,0.51
 2005/01/10,983.76,993.95,979.78,993.87,5791697,987.27,           ,           ,           ,           ,0,5791697,6782079.5,           ,1.31,0.51,1.59
 2005/01/11,994.18,999.55,991.09,997.13,5849079,990.14,           ,           ,           ,           ,0,5849079,6469321.5,           ,2.13,0.84,2.59
 2005/01/12,996.65,996.97,989.25,996.74,5014525,990.97,           ,           ,           ,           ,0,5014525,6048404.5,           ,2.72,1.21,3.01
 2005/01/13,996.07,999.47,992.69,996.87,6044065,993.71,           ,           ,           ,           ,0,6044065,5999612,           ,3.16,1.6,3.12
 2005/01/14,996.61,1006.46,987.23,988.3,7297842,994.58,           ,           ,           ,           ,0,7297842,5999441.5,           ,2.79,1.84,1.9
 2005/01/17,979.11,981.52,965.07,967.45,7288188,989.3,988.28,           ,           ,           ,0,7288188,6298740,6540409.5,0.8,1.63,-1.66
 2005/01/18,967.37,974.87,960.29,974.68,7311847,984.81,987.47,           ,           ,           ,0,7311847,6591293.5,6530307.5,-0.19,1.27,-2.92
 2005/01/19,974.33,974.33,965.25,967.21,6338090,978.9,984.94,           ,           ,           ,0,6338090,6856006.5,6452205.5,-1.56,0.7,-4.52
 2005/01/20,963.21,963.21,952.23,956.24,7727106,970.78,982.24,           ,           ,           ,0,7727106,7192614.5,6596113.5,-3.49,-0.14,-6.71
 2005/01/21,954.46,984.27,943.43,982.6,14450059,969.64,982.11,           ,           ,           ,0,14450059,8623058,7311250,-2.86,-0.68,-4.36
 2005/01/24,1001.85,1001.85,986.23,998.13,14359461,975.77,982.53,           ,           ,           ,0,14359461,10037313,8168026,-1.09,-0.76,-0.66
 2005/01/25,995.63,997.95,985.23,997.77,9862529,980.39,982.6,           ,           ,           ,0,9862529,10547449,8569371,0.27,-0.56,1.66
 2005/01/26,995.78,999.47,988.47,989.92,7663290,984.93,981.92,           ,           ,           ,0,7663290,10812489,8834248,0.71,-0.3,2.03
 2005/01/27,987.34,987.7,973.77,974.63,6945365,988.61,979.69,           ,           ,           ,0,6945365,10656141,8924378,-0.17,-0.27,0.21
 2005/01/28,974.63,975.62,965.2,969.2,5748807,985.93,977.78,           ,           ,           ,0,5748807,8915890,8769474,-1.29,-0.48,-1.62
 2005/01/31,965.78,965.78,953.14,954.87,6788706,977.28,976.53,982.4,           ,           ,0,6788706,7401739.5,8719526,-3.3,-1.04,-4.51
 2005/02/01,953.33,965.47,952.74,955.95,7433066,968.91,974.65,981.06,           ,           ,0,7433066,6915847,8731648,-4.75,-1.78,-5.93
 2005/02/02,956.7,1006.93,956.7,1006.91,17057338,972.31,978.62,981.78,           ,           ,0,17057338,8794656,9803573,-1.76,-1.78,0.03
 2005/02/03,1005.56,1014.18,992.15,993.21,16974540,976.03,982.32,982.28,           ,           ,0,16974540,10800491,10728316,-0.5,-1.52,2.05
 2005/02/04,992.25,1021.02,989.93,1016.85,15736215,985.56,985.74,983.93,           ,           ,0,15736215,12797973,10856932,2.38,-0.74,6.25
 2005/02/16,1023.32,1033.24,1018.48,1023.58,12131293,999.3,988.29,985.41,           ,           ,0,12131293,13866490,10634115,5.15,0.44,9.43
 2005/02/17,1024.43,1024.43,1010.47,1020.6,8968297,1012.23,990.57,986.59,           ,           ,0,8968297,14173537,10544692,7.03,1.76,10.54
 2005/02/18,1020.12,1021.19,1005.63,1006.05,8139939,1012.06,992.18,987.05,           ,           ,0,8139939,12390057,10592357,7.25,2.85,8.79
 2005/02/21,1006.69,1025.65,1006.69,1025.63,9886094,1018.54,997.28,988.49,           ,           ,0,9886094,10972368,10886430,8.91,4.07,9.69
 2005/02/22,1026.83,1048.67,1024.52,1046.74,17937840,1024.52,1005.04,991.41,           ,           ,0,17937840,11412693,12105333,11.79,5.61,12.36
 2005/02/23,1046.81,1049.6,1036.62,1043.93,18696928,1028.59,1013.95,995.23,           ,           ,0,18696928,12725820,13296155,13.69,7.23,12.92
 2005/02/24,1042.25,1045.95,1034.73,1045.46,14681788,1033.56,1022.9,998.77,           ,           ,0,14681788,13868518,14021027,15.14,8.81,12.66
 2005/02/25,1046.27,1059.48,1045.98,1046.76,18170004,1041.7,1026.88,1002.75,           ,           ,0,18170004,15874531,14132294,16.21,10.29,11.84
 2005/02/28,1046.2,1048.27,1035.03,1039.98,12971046,1044.57,1031.56,1006.94,           ,           ,0,12971046,16491521,13731944,16.32,11.49,9.65
 2005/03/01,1039.35,1042.73,1031.16,1035.93,9962090,1042.41,1033.47,1009.6,           ,           ,0,9962090,14896371,13154532,15.9,12.38,7.05
 2005/03/02,1036.36,1045.76,1021,1021.32,14225135,1037.89,1033.24,1010.76,           ,           ,0,14225135,14002013,13363916,14.22,12.75,2.96
 2005/03/03,1019.87,1028.4,1014.75,1027.71,9203085,1034.34,1033.95,1012.26,           ,           ,0,9203085,12906272,13387395,13.26,12.85,0.82
 2005/03/04,1027.92,1031.84,1022.17,1023.66,8173641,1029.72,1035.71,1013.95,           ,           ,0,8173641,10906999,13390765,12.03,12.68,-1.31
 2005/03/07,1024.48,1031.34,1024.48,1029.87,7932949,1027.7,1036.14,1016.71,           ,           ,0,7932949,9899380,13195451,11.42,12.43,-2.02
 2005/03/08,1033.78,1049.28,1032.85,1048.98,14295793,1030.31,1036.36,1020.7,           ,           ,0,14295793,10766121,12831246,12.34,12.41,-0.14
 2005/03/09,1051.26,1054.64,1041.98,1046.54,15327488,1035.35,1036.62,1025.28,           ,           ,0,15327488,10986591,12494302,12.73,12.48,0.5
 2005/03/10,1046.68,1046.68,1019.63,1022.41,13295953,1034.29,1034.32,1028.61,           ,           ,0,13295953,11805165,12355718,10.96,12.17,-2.43
 2005/03/11,1021.08,1028.11,1016.93,1027.42,11476381,1035.04,1032.38,1029.63,           ,           ,0,11476381,12465713,11686356,9.85,11.71,-3.72
 2005/03/14,1027.17,1041.56,1014.92,1031.02,14466088,1035.27,1031.49,1031.52,           ,           ,0,14466088,13772341,11835860,9.15,11.2,-4.09
 2005/03/15,1030.85,1030.93,1011.64,1013.52,12007493,1028.18,1029.24,1031.36,           ,           ,0,12007493,13314681,12040401,7.11,10.38,-6.54
 2005/03/16,1011.85,1012.19,995.96,1003.06,10622782,1019.49,1027.42,1030.33,           ,           ,0,10622782,12373739,11680165,4.59,9.22,-9.26
 2005/03/17,1001.96,1004.82,992.12,992.86,9969011,1013.58,1023.93,1028.94,           ,           ,0,9969011,11708351,11756758,1.75,7.73,-11.95
 2005/03/18,991.88,996.39,975.7,978.66,9652059,1003.82,1019.43,1027.57,           ,           ,0,9652059,11343487,11904600,-1.63,5.86,-14.96
 2005/03/21,977.29,983.17,973,981.89,7252565,994,1014.64,1025.39,           ,           ,0,7252565,9900782,11836561,-3.99,3.89,-15.76
 2005/03/22,981.7,982.13,959.56,964.02,11375717,984.1,1006.14,1021.25,           ,           ,0,11375717,9774427,11544554,-7.23,1.66,-17.79
 2005/03/23,962.81,975.36,955.99,959.01,10930053,975.29,997.39,1017,           ,           ,0,10930053,9835881,11104810,-10.08,-0.69,-18.79
 2005/03/24,957.43,965.06,948.53,964.8,9260714,969.68,991.63,1012.97,           ,           ,0,9260714,9694222,10701286,-11.74,-2.9,-17.69
 2005/03/25,964.24,966.97,959.05,962.95,7107322,966.53,985.18,1008.78,           ,           ,0,7107322,9185274,10264380,-13.05,-4.93,-16.25
 2005/03/28,961.65,961.65,948.8,960.69,6669246,962.29,978.15,1004.82,           ,           ,0,6669246,9068610,9484696,-14.12,-6.77,-14.7
 2005/03/29,960.41,968.11,954.74,955.19,7577379,960.53,972.31,1000.78,           ,           ,0,7577379,8308943,9041685,-15.22,-8.46,-13.53
 2005/03/30,952.71,952.71,936.37,937.03,8950163,956.13,965.71,996.56,           ,           ,0,8950163,7912965,8874423,-17.37,-10.24,-14.26
 2005/03/31,934.84,942.36,928.33,942.2,7859445,951.61,960.64,992.29,           ,           ,0,7859445,7632711,8663466,-18.44,-11.88,-13.12
 2005/04/01,941.43,989.9,937.55,978.14,16347504,954.65,960.59,990.01,           ,           ,0,16347504,9480747,9333011,-16.2,-12.74,-6.91
 2005/04/04,968.49,974.06,956.12,962.16,11435093,954.94,958.62,986.63,           ,           ,0,11435093,10433917,9751264,-15.53,-13.3,-4.46
 2005/04/05,960.54,967.74,953.58,955.59,9534536,955.02,957.78,981.96,           ,           ,0,9534536,10825348,9567146,-15.36,-13.71,-3.29
 2005/04/06,955.59,977.85,948.94,973.66,14282421,962.35,959.24,978.31,995.33,           ,0,14282421,11891800,9902382,-13.61,-13.69,0.17
 2005/04/07,975.97,1000.26,974.3,984.73,20754212,970.86,961.23,976.43,995.37,           ,0,20754212,14470753,11051732,-11.2,-13.19,3.99
 2005/04/08,984.66,1003.7,979.53,1003.45,14762526,975.92,965.28,975.23,995.55,           ,0,14762526,14153758,11817252,-7.69,-12.09,8.81
 2005/04/11,1003.88,1008.73,992.77,995.42,15936066,982.57,968.76,973.45,995.75,           ,0,15936066,15053952,12743934,-5.49,-10.77,10.56
 2005/04/12,993.71,993.71,978.2,978.7,10226193,987.19,971.11,971.71,995.66,           ,0,10226193,15192284,13008816,-5.04,-9.62,9.17
 2005/04/13,987.95,1006.5,987.95,1000.9,16071687,992.64,977.49,971.6,995.78,           ,0,16071687,15550137,13720968,-2.86,-8.27,10.83
 2005/04/14,1004.64,1006.42,985.58,986.97,12945710,993.09,981.97,971.31,995.61,           ,0,12945710,13988436,14229595,-2.23,-7.06,9.67
 2005/04/15,982.61,982.61,971.93,974.08,10408955,987.21,981.57,971.08,995.23,           ,0,10408955,13117722,13635740,-2.74,-6.2,6.92
 2005/04/18,970.91,970.91,958.65,963.77,8598400,980.88,981.73,970.17,994.68,           ,0,8598400,11650189,13352071,-3.93,-5.74,3.63
 2005/04/19,962.92,968.87,957.91,965.89,9212623,978.32,982.76,970.27,994.31,           ,0,9212623,11447475,13319879,-4.65,-5.52,1.76
 2005/04/20,964.15,964.15,946.2,950.87,8850705,968.32,980.48,969.86,994.03,           ,0,8850705,10003279,12776708,-6.35,-5.69,-1.33
 2005/04/21,948.86,955.55,938.59,943.98,9946145,959.72,976.4,968.82,993.52,           ,0,9946145,9403366,11695901,-8.17,-6.19,-3.97
 2005/04/22,942.91,947.91,934.96,939.1,10691884,952.72,969.97,967.63,993.05,           ,0,10691884,9459951,11288837,-9.89,-6.93,-5.92
 2005/04/25,935.99,935.99,920.16,930.07,11470478,945.98,963.43,966.09,992.62,           ,0,11470478,10034367,10842278,-11.84,-7.91,-7.87
 2005/04/26,928.43,939.7,924.66,937.08,11690471,940.22,959.27,965.19,991.86,           ,0,11690471,10529937,10988706,-12.68,-8.86,-7.63
 2005/04/27,938.57,938.91,925.9,926.6,10780611,935.37,951.84,964.67,990.67,           ,0,10780611,10915918,10459598,-14.03,-9.9,-8.26
 2005/04/28,923.53,945.5,914.83,942.07,14343486,934.98,947.35,964.66,989.74,           ,0,14343486,11795386,10599376,-13.69,-10.65,-6.07
 2005/04/29,940.81,942.45,929.81,932.4,11235419,933.64,943.18,962.37,988.78,           ,0,11235419,11904093,10682022,-14.04,-11.33,-5.41
 2005/05/09,934.65,937.39,909.17,909.17,8529115,929.46,937.72,959.72,987.69,           ,0,8529115,11315820,10675094,-16.01,-12.27,-7.48
 2005/05/10,905.54,913.39,892.31,913.08,10494331,924.66,932.44,957.6,986.75,           ,0,10494331,11076592,10803264,-17.05,-13.22,-7.66
 2005/05/11,911.84,917.22,900.44,901.85,9042047,919.71,927.54,954.01,985.87,           ,0,9042047,10728880,10822399,-18.58,-14.29,-8.56
 2005/05/12,899.97,900.06,883.51,885.82,10228720,908.46,921.72,949.06,984.7,           ,0,10228720,9905926,10850656,-20.83,-15.6,-10.47
 2005/05/13,883.51,898.51,875.58,887.54,11244906,899.49,916.57,943.27,982.71,           ,0,11244906,9907824,10905958,-22.23,-16.93,-10.61
 2005/05/16,885.39,885.39,869.33,875.27,8224288,892.71,911.09,937.26,980.74,           ,0,8224288,9846858,10581339,-24.05,-18.35,-11.39
 2005/05/17,873.08,888.28,868.21,881.46,8772273,886.39,905.53,932.4,978.49,           ,0,8772273,9502447,10289520,-24.71,-19.62,-10.17
 2005/05/18,881.14,890.4,871.82,883.2,7878610,882.66,901.19,926.51,976.15,           ,0,7878610,9269759,9999320,-24.8,-20.66,-8.28
 2005/05/19,882.84,888.02,871.29,884.17,8149583,882.33,895.4,921.37,973.87,           ,0,8149583,8853932,9379929,-24.52,-21.43,-6.17
 2005/05/20,883.51,891.02,879.18,882.76,7226676,881.37,890.43,916.81,971.82,           ,0,7226676,8050286,8979055,-24.12,-21.97,-4.31
 2005/05/23,880.28,880.28,862.1,863.34,7279795,878.99,885.85,911.79,969.11,           ,0,7279795,7861387.5,8854123,-25.09,-22.59,-5
 2005/05/24,861.2,871.77,855.59,868.46,9206929,876.39,881.39,906.91,966.14,           ,0,9206929,7948318.5,8725383,-25.16,-23.11,-4.1
 2005/05/25,867.66,876.3,861.66,868.45,7238556,873.44,878.05,902.79,963.22,           ,0,7238556,7820308,8545034,-24.92,-23.47,-2.9
 2005/05/26,867.76,872.84,854.96,857.33,6622786,868.07,875.2,898.46,960.08,           ,0,6622786,7514948.5,8184440,-25.34,-23.84,-2.99
 2005/05/27,855.59,864.96,848.4,849.51,7749983,861.42,871.4,893.98,956.8,           ,0,7749983,7619610,7834948,-26,-24.27,-3.45
 2005/05/30,847.63,858.46,842.1,855.61,6971583,859.87,869.43,890.26,953.72,           ,0,6971583,7557967.5,7709677.5,-25.74,-24.57,-2.34
 2005/05/31,856.56,863.2,853.29,855.95,7047821,857.37,866.88,886.2,950.72,           ,0,7047821,7126146,7537232,-25.21,-24.7,-1.03
 2005/06/01,855.21,857.66,836.04,837.53,7902302,851.19,862.31,881.75,947.66,           ,0,7902302,7258895,7539601.5,-25.98,-24.95,-2.05
 2005/06/02,835.47,835.49,812.99,818.38,9508657,843.4,855.73,875.56,944.17,           ,0,9508657,7836069,7675509,-27.81,-25.53,-4.58
 2005/06/03,816.55,823.86,807.97,818.03,7936056,837.1,849.26,869.85,940.74,           ,0,7936056,7873284,7746447,-28.96,-26.21,-5.5
 2005/06/06,816.73,839.15,807.78,839,9009185,833.78,846.83,866.34,937.56,           ,0,9009185,8280804,7919386,-27.86,-26.54,-2.63
 2005/06/07,841.58,858.09,835.18,837.28,13067068,830.04,843.71,862.55,934.03,           ,0,13067068,9484654,8305399.5,-26.81,-26.6,-0.44
 2005/06/08,848.54,908.83,844.47,905.77,32907840,843.69,847.44,862.74,931.69,           ,0,32907840,14485761,10872328,-20.23,-25.32,10.19
 2005/06/09,907.57,925.36,895.04,912.6,33141840,862.54,852.97,864.08,929.86,           ,0,33141840,19212398,13524234,-14.29,-23.12,17.65
 2005/06/10,911.94,911.94,889.1,894.56,22391502,877.84,857.47,864.43,927.64,           ,0,22391502,22103488,14988385,-10.92,-20.68,19.52
 2005/06/13,895,900.18,877.69,892.96,15628002,888.63,861.21,865.32,925.34,           ,0,15628002,23427250,15854027,-8.27,-18.2,19.84
 2005/06/14,895.39,905.41,882.86,883.54,14343570,897.89,863.97,865.42,923.18,           ,0,14343570,23682550,16583602,-6.86,-15.93,18.13
 2005/06/15,881.21,881.25,865.14,866.83,11454056,890.1,866.9,864.6,920.91,           ,0,11454056,19391794,16938778,-7.01,-14.15,14.27
 2005/06/16,866.66,879.49,861.83,879.24,11049685,883.43,872.98,864.36,919.01,           ,0,11049685,14973363,17092880,-6.06,-12.53,12.94
 2005/06/17,883.6,888.08,876.04,880.34,14963009,880.58,879.21,864.24,917.37,           ,0,14963009,13487664,17795576,-5.15,-11.05,11.8
 2005/06/20,881.62,906.48,872.56,906.26,18992082,883.24,885.94,866.38,916.11,           ,0,18992082,14160480,18793866,-2.32,-9.31,13.97
 2005/06/21,906.31,906.31,894.39,896.17,12774784,885.77,891.83,867.77,914.98,           ,0,12774784,13846723,18764636,-0.88,-7.62,13.49
 2005/06/22,894.77,901.24,891.93,900.65,10478134,892.53,891.32,869.38,914.01,           ,0,10478134,13651539,16521666,0.62,-5.97,13.19
 2005/06/23,900.06,904.9,892.83,893.57,9509308,895.4,889.41,871.19,912.82,           ,0,9509308,13343463,14158413,1.22,-4.53,11.51
 2005/06/24,892.06,898.67,888.4,898.3,8918739,898.99,889.79,873.63,911.75,           ,0,8918739,12134609,12811137,2.06,-3.22,10.54
 2005/06/27,904.21,920.65,904.21,916.04,16545402,900.95,892.09,876.65,911,           ,0,16545402,11645273,12902877,4.1,-1.75,11.71
 2005/06/28,913.48,913.48,901.21,903.72,10402219,902.46,894.11,879.04,910.14,           ,0,10402219,11170760,12508742,4.68,-0.47,10.28
 2005/06/29,906.75,907.57,898.08,898.9,10806746,902.11,897.32,882.11,909.51,           ,0,10806746,11236483,12444011,4.69,0.56,8.24
 2005/06/30,897.1,897.1,876.88,878.69,10855472,899.13,897.26,885.12,908.45,           ,0,10855472,11505716,12424590,3.03,1.06,3.94
 2005/07/01,875.93,875.93,858.37,859.49,10094596,891.37,895.18,887.2,906.47,           ,0,10094596,11740887,11937748,0.17,0.88,-1.43
 2005/07/04,855.32,856.1,842.81,855.93,8840276,879.35,890.15,888.04,904.7,           ,0,8840276,10199862,10922568,-2.36,0.23,-5.19
 2005/07/05,853.68,856.74,845.36,849.68,7992688,868.54,885.5,888.66,902.94,           ,0,7992688,9717956,10444358,-4.82,-0.78,-8.08
 2005/07/06,850.25,854.45,838.61,842.56,6898313,857.27,879.69,885.5,900.75,           ,0,6898313,8936269,10086376,-7.25,-2.07,-10.36
 2005/07/07,841.75,848.02,839.28,844.73,5962464,850.48,874.8,882.11,898.42,           ,0,5962464,7957667.5,9731692,-8.91,-3.44,-10.93
 2005/07/08,842.62,842.62,827.23,829.49,7221000,844.48,867.92,878.85,895.52,           ,0,7221000,7382948,9561918,-11.32,-5.02,-12.6
 2005/07/11,837.86,850.66,822.52,824.1,8439005,838.11,858.73,875.41,892.66,           ,0,8439005,7302694,8751278,-13.5,-6.71,-13.58
 2005/07/12,821.91,854.29,818.86,851.82,14989870,838.54,853.54,873.83,890.55,           ,0,14989870,8702130,9210043,-12.85,-7.94,-9.82
 2005/07/13,850.47,851.95,841.86,846.23,9398842,839.27,848.27,872.8,887.97,           ,0,9398842,9202236,9069253,-12.64,-8.88,-7.52
 2005/07/14,844.94,856.09,843.18,849.59,9361968,840.25,845.36,871.31,885.68,           ,0,9361968,9882137,8919902,-12.07,-9.52,-5.09
 2005/07/15,849.87,854.6,837.78,841,8889563,842.55,843.51,869.35,883.46,           ,0,8889563,10215850,8799399,-12.16,-10.05,-4.23
 2005/07/18,839.22,840.01,829.68,832.99,8500006,844.33,841.22,865.68,881.28,           ,0,8500006,10228050,8765372,-12.74,-10.58,-4.3
 2005/07/19,831.5,840.14,829.28,835.61,7891817,841.08,839.81,862.65,879.11,           ,0,7891817,8808439,8755285,-12.83,-11.03,-3.6
 2005/07/20,835.3,844.71,832.14,842.64,8526473,840.37,839.82,859.75,877.31,           ,0,8526473,8633965,8918101,-12.2,-11.27,-1.87
 2005/07/21,842.75,843.99,835.76,843.99,8366100,839.25,839.75,857.28,875.64,           ,0,8366100,8434792,9158464,-11.46,-11.31,-0.31
 2005/07/22,847.54,867.16,842.99,859.69,21630976,842.98,842.77,855.34,874.32,           ,0,21630976,10983074,10599462,-9.5,-10.94,2.9
 2005/07/25,858.33,860.95,854.28,856.86,11816079,847.76,846.04,852.39,873.1,           ,0,11816079,11646289,10937169,-8.08,-10.37,4.59
 2005/07/26,856.19,880.03,856.19,876.48,21826776,855.93,848.51,851.02,872.09,           ,0,21826776,14433281,11620860,-5.3,-9.36,8.11
 2005/07/27,876.94,894.03,876.04,894.01,20409536,866.21,853.29,850.78,871.54,           ,0,20409536,16809894,12721929,-1.68,-7.82,12.29
 2005/07/28,893.88,901,888.5,890.89,20622528,875.59,857.42,851.39,870.69,           ,0,20622528,19261180,13847985,0.94,-6.07,14.02
 2005/07/29,889.41,892.29,883.38,888.16,13397405,881.28,862.13,852.82,869.95,           ,0,13397405,17614464,14298770,2.76,-4.3,14.12
 2005/08/01,887.72,897.28,885.85,891.61,11808309,888.23,867.99,854.61,869.66,           ,0,11808309,17612910,14629600,4.43,-2.56,13.97
 2005/08/02,892.13,903.65,888.4,903.6,14292547,893.65,874.79,857.3,869.5,           ,0,14292547,16106065,15269673,6.64,-0.72,14.72
 2005/08/03,905.18,919.28,903.76,909.57,25786298,896.77,881.49,860.65,869.63,           ,0,25786298,17181418,16995656,8.78,1.18,15.19
 2005/08/04,907.42,909.83,901.63,904.15,14519255,899.42,887.5,863.62,869.94,           ,0,14519255,15960763,17610970,9.92,2.93,13.98
 2005/08/05,904.04,923.81,903.94,923.8,19123764,906.55,893.91,868.34,870.54,           ,0,19123764,17106034,17360250,12.26,4.8,14.94
 2005/08/08,926.57,933.15,923.57,927.47,21608944,913.72,900.97,873.51,871.41,           ,0,21608944,19066162,18339536,14.26,6.69,15.14
 2005/08/09,926.97,933.39,919.11,933.09,19532908,919.62,906.64,877.57,872.27,           ,0,19532908,20114234,18110150,16.1,8.57,15.07
 2005/08/10,933.26,940.37,926.28,940.37,21515762,925.78,911.27,882.28,873.23,           ,0,21515762,19260126,18220772,17.95,10.45,15
 2005/08/11,940.78,953.99,939.39,953.99,27073666,935.74,917.58,887.5,874.39,           ,0,27073666,21771008,18865886,20.28,12.41,15.73
 2005/08/12,954.72,959.27,933.98,938.32,29168144,938.65,922.6,892.36,875.32,           ,0,29168144,23779884,20442960,20.62,14.05,13.13
 2005/08/15,937.71,954.5,936.11,954.5,20430812,944.05,928.89,898.44,876.83,           ,0,20430812,23544258,21305210,21.94,15.63,12.62
 2005/08/16,955.27,959.34,939.92,945.06,23861816,946.45,933.03,903.91,878.11,           ,0,23861816,24410040,22262136,21.97,16.9,10.15
 2005/08/17,943.41,953.34,930.33,953.01,21457768,948.98,937.38,909.43,879.52,           ,0,21457768,24398442,21829284,22.39,18,8.78
 2005/08/18,954.16,956.84,919.12,920.67,31855326,942.31,939.03,913.27,880.58,           ,0,31855326,25354774,23562892,19.87,18.37,3
 2005/08/19,918.09,927.32,910.08,923.04,22242680,939.26,938.95,916.43,881.8,           ,0,22242680,23969680,23874782,17.87,18.27,-0.81
 2005/08/22,923.11,933.35,919.22,931.67,16031009,934.69,939.37,920.17,883.07,           ,0,16031009,23089720,23316990,16.78,17.97,-2.39
 2005/08/23,931.81,931.81,915.03,923.41,15406488,930.36,938.4,922.52,884.19,           ,0,15406488,21398654,22904348,15.08,17.39,-4.63
 2005/08/24,923.56,935.23,923.56,930.65,15959747,925.89,937.43,924.35,885.75,           ,0,15959747,20299050,22348746,14.15,16.74,-5.19
 2005/08/25,930.97,933.2,920.61,930.12,16292057,927.78,935.04,926.31,887.61,           ,0,16292057,17186396,21270584,13.22,16.04,-5.64
 2005/08/26,930.25,930.33,921.84,928.26,15429803,928.82,934.04,928.32,889.45,           ,0,15429803,15823821,19896750,12.19,15.27,-6.16
 2005/08/29,928.34,928.34,913.77,917.37,15462260,925.96,930.33,929.61,890.75,           ,0,15462260,15710071,19399896,10.38,14.29,-7.83
 2005/08/30,916.09,920.21,912.84,914.88,12438170,924.26,927.31,930.17,892.04,           ,0,12438170,15116407,18257530,8.64,13.16,-9.04
 2005/08/31,915.12,928.21,911.51,927.92,14623629,923.71,924.8,931.09,892.41,           ,0,14623629,14849184,17574116,8.22,12.17,-7.9
 2005/09/01,928.52,944.95,926.06,944.56,22306384,926.6,927.19,933.11,892.95,           ,0,22306384,16052049,16619223,9.13,11.56,-4.88
 2005/09/02,945.98,947.92,941.31,947.87,18614436,930.52,929.67,934.31,893.84,           ,0,18614436,16688976,16256398,9.99,11.25,-2.51
 2005/09/05,949.08,952.98,944.63,952.72,17843318,937.59,931.78,935.57,894.83,           ,0,17843318,17165188,16437629,10.95,11.19,-0.48
 2005/09/06,953.41,956.3,934.97,936.61,21222256,941.94,933.1,935.75,895.72,           ,0,21222256,18922004,17019206,10.29,11.01,-1.44
 2005/09/07,934.99,952.9,932.65,952.76,19608464,946.9,935.31,936.37,897.15,           ,0,19608464,19918972,17384078,10.94,10.99,-0.11
 2005/09/08,954.27,958.87,947.71,955.28,22424392,949.05,937.82,936.43,898.42,           ,0,22424392,19942574,17997312,11.53,11.1,0.85
 2005/09/09,955.11,959.9,946.02,949.07,16219310,949.29,939.9,936.97,899.56,           ,0,16219310,19463548,18076262,11.36,11.15,0.41
 2005/09/12,949.78,952.55,945.4,949.51,11672613,948.65,943.12,936.72,900.28,           ,0,11672613,18229408,17697298,11.13,11.15,-0.03
 2005/09/13,949.58,963.92,948.13,963.77,16579430,954.08,948.01,937.66,901.41,           ,0,16579430,17300842,18111424,11.97,11.31,1.31
 2005/09/14,964.97,970.26,961.64,970.19,19958290,957.56,952.23,938.52,902.57,           ,0,19958290,17370808,18644890,13,11.65,2.7
 2005/09/15,970.58,970.96,965.66,969.6,16377679,960.43,954.74,940.96,903.83,           ,0,16377679,16161464,18052018,13.61,12.04,3.14
 2005/09/16,969.62,970.37,964.28,967.49,13978570,964.11,956.7,943.19,904.99,           ,0,13978570,15713316,17588432,13.77,12.39,2.76
 2005/09/19,967.44,971.99,964.26,971.14,14737421,968.44,958.54,945.16,905.91,           ,0,14737421,16326278,17277842,14.02,12.71,2.62
 2005/09/20,971.38,971.65,957.12,961.92,18636604,968.07,961.07,947.08,906.88,           ,0,18636604,16737713,17019278,13.33,12.84,0.98
 2005/09/21,961.37,961.37,943.82,944.41,18541896,962.91,960.24,947.77,907.63,           ,0,18541896,16454434,16912620,11.23,12.52,-2.56
 2005/09/22,942.73,942.73,914.23,923.27,18115524,953.65,957.04,947.43,908.38,           ,0,18115524,16802004,16481734,7.78,11.57,-7.58
 2005/09/23,921.51,927.42,914.81,916.15,11547643,943.38,953.74,946.82,909.32,           ,0,11547643,16315818,16014567,4.42,10.14,-11.44
 2005/09/26,915.84,919.65,913.61,918.48,8836240,932.85,950.64,946.88,910.36,           ,0,8836240,15135581,15730930,1.92,8.49,-13.15
 2005/09/27,918.87,921.13,903.39,904.21,11086056,921.3,944.69,946.35,911.27,           ,0,11086056,13625472,15181592,-1.2,6.56,-15.51
 2005/09/28,903.33,910.33,901.38,903.72,8850309,913.17,938.04,945.14,912.29,           ,0,8850309,11687154,14070794,-3.67,4.51,-16.36
 2005/09/29,904.28,915.97,904.28,915.97,11938977,911.71,932.68,943.71,913.48,           ,0,11938977,10451845,13626924,-4.58,2.69,-14.55
 2005/09/30,916.59,918.66,913.45,917.39,9001432,911.95,927.67,942.18,914.94,           ,0,9001432,9942603,13129210,-5.14,1.13,-12.52
 2005/10/10,917.21,917.21,906.88,907.32,7158450,909.72,921.28,939.91,916.33,           ,0,7158450,9607045,12371313,-6.31,-0.36,-11.9
