300702 天宇股份 日线 后复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2017/09/19,26.89,32.27,26.89,32.27,7501,241486.28
2017/09/20,35.50,35.50,35.50,35.50,2668,94714.00
2017/09/21,35.50,35.50,35.50,35.50,0,0.00
数据来源:通达信
