300514 友讯达 日线 后复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2017/04/26,11.17,12.18,11.17,12.18,5045,60943.10
2017/04/27,13.40,13.40,13.40,13.40,3800,50920.00
2017/04/28,14.74,14.74,14.74,14.74,1500,22110.00
2017/05/02,16.21,16.21,16.21,16.21,2300,37283.00
2017/05/03,17.83,17.83,17.83,17.83,6200,110546.00
2017/05/04,19.61,19.61,19.61,19.61,7466,146408.27
2017/05/05,21.57,21.57,21.57,21.57,7584,163586.88
2017/05/08,23.73,23.73,23.73,23.73,14643,347478.38
2017/05/09,26.10,26.10,26.10,26.10,96826,2527158.50
2017/05/10,28.71,28.71,28.71,28.71,61452,1764286.88
2017/05/11,31.58,31.58,31.58,31.58,161965,5114854.50
2017/05/12,34.74,34.74,34.74,34.74,393919,13684746.00
2017/05/15,38.21,38.21,38.21,38.21,383106,14638480.00
2017/05/16,39.21,40.00,36.77,38.24,15898607,611191552.00
2017/05/17,36.80,38.80,36.26,36.70,9962106,369726848.00
2017/05/18,35.42,35.80,33.03,33.03,9325226,321283744.00
2017/05/19,33.00,33.30,31.62,31.78,6364339,206346720.00
2017/05/22,31.00,31.76,29.13,29.30,5642320,171834720.00
2017/05/23,29.50,31.08,29.30,29.93,6815576,206161728.00
2017/05/24,28.88,30.50,28.20,30.19,5628654,167402640.00
2017/05/25,29.80,30.17,28.38,29.63,5194500,151960544.00
2017/05/26,29.57,30.93,29.56,30.40,5462200,165653600.00
2017/05/31,32.00,33.37,30.30,30.37,7098482,226346416.00
2017/06/01,29.20,29.98,27.33,27.33,5260908,150892064.00
2017/06/02,26.70,28.27,26.53,27.80,3320193,90992864.00
2017/06/05,28.50,28.96,27.94,27.94,3182539,90503840.00
2017/06/06,27.50,27.97,27.00,27.89,2303064,63413952.00
2017/06/07,27.81,29.38,27.81,28.98,4249030,122337576.00
2017/06/08,28.91,29.30,28.23,28.36,3178878,91351560.00
2017/06/09,28.29,28.55,27.71,28.46,2263437,63833412.00
2017/06/12,28.07,28.25,26.61,26.67,3191068,87244776.00
2017/06/13,26.58,27.66,26.58,27.40,2080202,56718316.00
2017/06/14,27.44,27.55,26.90,27.21,1603377,43634292.00
2017/06/15,27.17,28.40,27.17,28.08,2920320,81808144.00
2017/06/16,28.45,28.92,28.00,28.06,2739531,77868056.00
2017/06/19,28.01,28.39,27.81,28.25,1676245,47124448.00
2017/06/20,28.35,28.46,27.81,27.85,2121844,59707784.00
2017/06/21,27.79,27.97,27.51,27.85,1508677,41830384.00
2017/06/22,27.85,27.91,26.83,26.84,2029710,55602972.00
2017/06/23,26.90,27.16,25.88,26.52,1920140,50799840.00
2017/06/26,26.37,27.08,26.21,26.96,1073433,28654460.00
2017/06/27,27.02,27.45,26.73,26.87,1276020,34634164.00
2017/06/28,26.61,26.76,26.10,26.29,1182622,31174134.00
2017/06/29,26.34,26.66,26.31,26.40,849206,22486528.00
2017/06/30,26.30,27.36,26.25,26.89,1810899,48651240.00
2017/07/03,26.76,27.50,26.63,27.47,1914117,52071504.00
2017/07/04,27.37,28.11,27.37,27.91,3343805,93256104.00
2017/07/05,27.70,28.87,27.61,28.82,4429884,126116096.00
2017/07/06,28.85,30.36,28.48,30.30,6831618,201155024.00
2017/07/07,30.30,31.33,29.53,29.64,6618137,201854208.00
2017/07/10,29.69,30.62,28.41,28.52,5300177,155441808.00
2017/07/11,28.27,28.67,27.65,27.68,3286959,92640632.00
2017/07/12,27.80,28.39,26.85,28.31,2847500,78513280.00
2017/07/13,28.18,28.31,27.08,27.35,1971055,54487408.00
2017/07/14,28.50,29.97,28.30,28.62,5247245,152034592.00
2017/07/17,27.80,27.95,25.76,25.76,4925667,129473616.00
2017/07/18,25.25,26.18,24.90,25.90,2468912,63176908.00
2017/07/19,25.59,25.95,25.10,25.83,1857920,47575112.00
2017/07/20,25.75,26.50,25.35,25.51,2054673,53387388.00
2017/07/21,25.38,25.95,25.08,25.20,1275341,32568436.00
2017/07/24,24.55,25.49,24.23,25.37,1625693,40398888.00
2017/07/25,25.18,25.59,25.18,25.42,1006284,25542512.00
2017/07/26,25.80,25.95,25.36,25.52,1214620,31154064.00
2017/07/27,25.49,26.77,25.38,26.58,2532066,66675616.00
2017/07/28,26.38,26.71,26.02,26.15,1362480,35829560.00
2017/07/31,26.33,26.51,25.75,26.15,989224,25878820.00
2017/08/01,26.13,26.48,25.80,26.25,1431806,37393020.00
2017/08/02,26.12,26.20,25.33,25.38,1244186,32047496.00
2017/08/03,25.17,26.06,25.10,25.50,912179,23398612.00
2017/08/04,25.68,25.75,25.27,25.37,881573,22461638.00
2017/08/07,25.68,25.99,25.37,25.67,736529,18975768.00
2017/08/08,25.51,25.76,25.25,25.47,924125,23506530.00
2017/08/09,25.40,25.70,25.36,25.47,694986,17751612.00
2017/08/10,25.47,25.63,24.90,25.09,911903,22976722.00
2017/08/11,24.86,25.30,24.81,25.04,620041,15526412.00
2017/08/14,24.97,25.78,24.97,25.68,941600,24026384.00
2017/08/15,25.79,25.97,25.61,25.95,1153729,29786528.00
2017/08/16,25.95,26.58,25.88,26.35,1509000,39728960.00
2017/08/17,26.15,26.75,26.15,26.52,1350363,35811448.00
2017/08/18,26.27,27.50,26.27,26.78,1672429,44874384.00
2017/08/21,26.77,27.20,26.36,27.06,1840608,49210412.00
2017/08/22,27.00,27.24,26.45,26.46,1554025,41686320.00
