300703 创源文化 日线 后复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2017/09/19,26.18,28.56,26.18,28.56,6419,182136.64
2017/09/20,31.42,31.42,31.42,31.42,3500,109970.00
2017/09/21,31.42,31.42,31.42,31.42,0,0.00
数据来源:通达信
